t,marker,ok,dt_ms,roll_deg,pitch_deg,yaw_deg,gx,gy,gz,L_roll_deg,L_pitch_deg,L_yaw_deg,R_roll_deg,R_pitch_deg,R_yaw_deg,disagree_deg,Lq0,Lq1,Lq2,Lq3,Rq0,Rq1,Rq2,Rq3,Fq0,Fq1,Fq2,Fq3,Lgx,Lgy,Lgz,Rgx,Rgy,Rgz
35.8056,0,1,5.78,-38.068,-1.111,-2.680,0.00159,-0.00067,-0.00012,0.603,-0.244,-5.226,-76.737,-0.197,-0.151,77.461,0.998945,0.005161,-0.002369,-0.045580,0.784031,-0.620718,-0.000531,-0.002098,0.944949,-0.326236,-0.001537,-0.025268,0.00162,-0.00054,-0.00013,0.00156,-0.00081,-0.00012
35.9011,0,1,95.48,-38.070,-1.109,-2.681,-0.00001,-0.00041,0.00001,0.602,-0.243,-5.227,-76.740,-0.195,-0.152,77.463,0.998944,0.005152,-0.002355,-0.045586,0.784015,-0.620738,-0.000509,-0.002095,0.944944,-0.326252,-0.001518,-0.025270,-0.00025,-0.00001,0.00040,0.00023,-0.00082,-0.00039
35.9061,0,1,4.98,-38.071,-1.110,-2.681,-0.00094,-0.00041,0.00001,0.602,-0.243,-5.227,-76.742,-0.195,-0.151,77.465,0.998944,0.005152,-0.002355,-0.045586,0.784004,-0.620752,-0.000518,-0.002093,0.944941,-0.326260,-0.001523,-0.025269,-0.00025,-0.00001,0.00040,-0.00163,-0.00081,-0.00039
36.6103,0,1,704.27,-38.072,-1.116,-2.679,-0.00041,-0.00053,-0.00038,0.597,-0.241,-5.229,-76.739,-0.206,-0.142,77.457,0.998944,0.005104,-0.002337,-0.045600,0.784020,-0.620732,-0.000637,-0.002087,0.944937,-0.326271,-0.001576,-0.025273,-0.00131,-0.00054,-0.00093,0.00050,-0.00052,0.00017
36.9176,0,1,307.22,-38.075,-1.115,-2.679,-0.00027,0.00001,-0.00012,0.597,-0.241,-5.227,-76.745,-0.205,-0.143,77.463,0.998945,0.005105,-0.002336,-0.045587,0.783988,-0.620773,-0.000631,-0.002089,0.944929,-0.326295,-0.001572,-0.025268,0.00003,-0.00025,0.00040,-0.00056,0.00028,-0.00064
37.2248,0,1,307.28,-38.074,-1.120,-2.673,-0.00053,-0.00104,-0.00079,0.600,-0.249,-5.223,-76.747,-0.206,-0.139,77.467,0.998946,0.005128,-0.002410,-0.045550,0.783978,-0.620785,-0.000657,-0.002068,0.944931,-0.326292,-0.001626,-0.025237,-0.00077,-0.00237,-0.00068,-0.00029,0.00029,-0.00090
37.5228,0,1,297.95,-38.070,-1.116,-2.673,0.00067,-0.00077,-0.00012,0.607,-0.237,-5.223,-76.747,-0.209,-0.133,77.475,0.998946,0.005199,-0.002308,-0.045548,0.783979,-0.620784,-0.000712,-0.002043,0.944943,-0.326257,-0.001601,-0.025223,0.00081,-0.00050,0.00013,0.00052,-0.00103,-0.00036
37.6388,0,1,116.01,-38.058,-1.120,-2.668,0.00184,0.00045,-0.00012,0.620,-0.240,-5.217,-76.736,-0.213,-0.127,77.476,0.998947,0.005308,-0.002338,-0.045501,0.784039,-0.620708,-0.000765,-0.002024,0.944977,-0.326160,-0.001645,-0.025189,0.00239,-0.00022,-0.00122,0.00130,0.00112,0.00098
37.6475,0,1,8.71,-38.062,-1.117,-2.667,-0.00055,-0.00089,0.00068,0.614,-0.238,-5.217,-76.736,-0.210,-0.126,77.471,0.998948,0.005256,-0.002317,-0.045499,0.784036,-0.620712,-0.000755,-0.002003,0.944968,-0.326187,-0.001628,-0.025176,-0.00134,-0.00103,0.00038,0.00023,-0.00075,0.00098
37.7505,0,1,102.98,-38.065,-1.116,-2.669,-0.00015,0.00018,0.00015,0.614,-0.232,-5.219,-76.743,-0.213,-0.126,77.478,0.998947,0.005257,-0.002269,-0.045520,0.784001,-0.620756,-0.000772,-0.002015,0.944959,-0.326214,-0.001612,-0.025193,0.00080,-0.00103,-0.00015,-0.00109,0.00139,0.00045
37.7622,0,1,11.67,-38.066,-1.116,-2.669,-0.00121,0.00031,0.00055,0.613,-0.232,-5.218,-76.744,-0.212,-0.127,77.479,0.998948,0.005251,-0.002265,-0.045508,0.783992,-0.620767,-0.000768,-0.002016,0.944956,-0.326223,-0.001607,-0.025188,-0.00107,0.00030,0.00118,-0.00136,0.00032,-0.00009
37.8553,0,1,93.14,-38.063,-1.116,-2.671,0.00038,-0.00063,-0.00078,0.615,-0.230,-5.222,-76.740,-0.213,-0.126,77.477,0.998946,0.005268,-0.002251,-0.045546,0.784014,-0.620740,-0.000772,-0.002014,0.944964,-0.326199,-0.001602,-0.025206,0.00026,-0.00024,-0.00121,0.00050,-0.00102,-0.00035
37.8694,0,1,14.09,-38.064,-1.115,-2.672,-0.00055,0.00071,-0.00038,0.613,-0.230,-5.223,-76.740,-0.212,-0.128,77.475,0.998945,0.005249,-0.002252,-0.045556,0.784014,-0.620740,-0.000756,-0.002022,0.944960,-0.326207,-0.001594,-0.025216,-0.00107,-0.00023,-0.00094,-0.00003,0.00165,0.00018
38.1738,0,1,304.41,-38.066,-1.111,-2.667,-0.00042,-0.00009,0.00095,0.609,-0.228,-5.217,-76.740,-0.207,-0.123,77.470,0.998948,0.005215,-0.002226,-0.045498,0.784016,-0.620737,-0.000750,-0.001968,0.944957,-0.326222,-0.001577,-0.025157,-0.00134,0.00057,0.00145,0.00050,-0.00075,0.00044
38.1817,0,1,7.90,-38.067,-1.111,-2.667,-0.00068,0.00071,-0.00026,0.607,-0.227,-5.216,-76.740,-0.209,-0.124,77.469,0.998949,0.005202,-0.002222,-0.045489,0.784015,-0.620738,-0.000753,-0.001982,0.944955,-0.326229,-0.001577,-0.025159,-0.00133,0.00083,0.00091,-0.00003,0.00059,-0.00142
38.4784,0,1,296.74,-38.067,-1.111,-2.670,-0.00148,-0.00062,-0.00079,0.616,-0.228,-5.219,-76.750,-0.207,-0.128,77.488,0.998947,0.005282,-0.002235,-0.045514,0.783962,-0.620805,-0.000723,-0.002002,0.944953,-0.326232,-0.001567,-0.025184,-0.00135,-0.00076,-0.00149,-0.00161,-0.00049,-0.00009
38.4893,0,1,10.82,-38.067,-1.113,-2.669,-0.00015,-0.00142,-0.00052,0.615,-0.232,-5.219,-76.750,-0.208,-0.128,77.486,0.998947,0.005272,-0.002264,-0.045521,0.783964,-0.620803,-0.000730,-0.001999,0.944952,-0.326235,-0.001587,-0.025186,-0.00055,-0.00209,-0.00068,0.00025,-0.00075,-0.00035
38.7758,0,1,286.57,-38.070,-1.111,-2.673,-0.00028,-0.00010,-0.00105,0.608,-0.226,-5.216,-76.748,-0.212,-0.134,77.477,0.998949,0.005209,-0.002211,-0.045494,0.783971,-0.620793,-0.000721,-0.002064,0.944943,-0.326258,-0.001554,-0.025205,-0.00027,0.00110,-0.00069,-0.00028,-0.00130,-0.00141
38.7869,0,1,11.05,-38.070,-1.109,-2.673,0.00026,0.00123,0.00029,0.608,-0.225,-5.217,-76.747,-0.210,-0.135,77.476,0.998948,0.005208,-0.002204,-0.045498,0.783977,-0.620786,-0.000703,-0.002063,0.944945,-0.326254,-0.001541,-0.025207,-0.00027,0.00110,-0.00042,0.00079,0.00137,0.00099
39.0854,0,1,298.57,-38.070,-1.107,-2.675,-0.00108,0.00096,-0.00092,0.601,-0.221,-5.211,-76.740,-0.214,-0.141,77.461,0.998951,0.005148,-0.002161,-0.045452,0.784016,-0.620736,-0.000704,-0.002121,0.944945,-0.326252,-0.001518,-0.025213,-0.00214,0.00135,0.00037,-0.00003,0.00056,-0.00220
39.0916,0,1,6.18,-38.070,-1.107,-2.675,-0.00001,0.00002,-0.00132,0.600,-0.221,-5.212,-76.740,-0.214,-0.141,77.461,0.998951,0.005145,-0.002162,-0.045456,0.784016,-0.620736,-0.000704,-0.002121,0.944945,-0.326254,-0.001519,-0.025215,0.00000,-0.00052,-0.00043,-0.00003,0.00056,-0.00220
39.3899,0,1,298.31,-38.074,-1.105,-2.677,-0.00228,0.00081,0.00056,0.597,-0.218,-5.214,-76.745,-0.211,-0.142,77.463,0.998950,0.005115,-0.002138,-0.045473,0.783990,-0.620770,-0.000678,-0.002115,0.944933,-0.326288,-0.001493,-0.025221,-0.00240,0.00081,0.00064,-0.00216,0.00082,0.00047
39.4034,0,1,13.50,-38.074,-1.103,-2.676,-0.00041,0.00148,0.00109,0.597,-0.215,-5.212,-76.745,-0.211,-0.142,77.463,0.998951,0.005121,-0.002107,-0.045456,0.783990,-0.620770,-0.000678,-0.002115,0.944934,-0.326285,-0.001476,-0.025212,0.00134,0.00214,0.00170,-0.00216,0.00082,0.00047
39.5906,0,1,187.16,-38.069,-1.098,-2.675,0.00159,0.00041,-0.00039,0.601,-0.209,-5.210,-76.740,-0.208,-0.142,77.463,0.998952,0.005158,-0.002063,-0.045436,0.784015,-0.620737,-0.000653,-0.002094,0.944947,-0.326248,-0.001439,-0.025190,0.00187,0.00053,-0.00044,0.00131,0.00029,-0.00034
39.5968,0,1,6.20,-38.069,-1.097,-2.675,0.00025,0.00121,-0.00065,0.603,-0.207,-5.209,-76.740,-0.208,-0.142,77.464,0.998952,0.005172,-0.002046,-0.045430,0.784015,-0.620737,-0.000653,-0.002094,0.944950,-0.326242,-0.001430,-0.025187,-0.00081,0.00212,-0.00097,0.00131,0.00029,-0.00034
39.7053,0,1,108.49,-38.067,-1.095,-2.675,0.00105,-0.00066,-0.00026,0.607,-0.205,-5.210,-76.741,-0.205,-0.139,77.470,0.998951,0.005206,-0.002030,-0.045439,0.784008,-0.620747,-0.000649,-0.002065,0.944954,-0.326231,-0.001419,-0.025176,0.00025,-0.00055,-0.00177,0.00184,-0.00078,0.00126
39.7107,0,1,5.42,-38.068,-1.094,-2.674,-0.00016,0.00107,0.00028,0.608,-0.206,-5.208,-76.743,-0.205,-0.140,77.472,0.998952,0.005215,-0.002034,-0.045424,0.784000,-0.620757,-0.000640,-0.002068,0.944953,-0.326233,-0.001417,-0.025170,0.00105,0.00132,0.00036,-0.00136,0.00082,0.00019
40.2966,0,1,585.87,-38.066,-1.090,-2.668,-0.00030,0.00054,0.00080,0.612,-0.204,-5.203,-76.743,-0.197,-0.135,77.477,0.998954,0.005254,-0.002021,-0.045382,0.784000,-0.620757,-0.000619,-0.001992,0.944961,-0.326215,-0.001399,-0.025108,-0.00031,-0.00055,-0.00045,-0.00029,0.00163,0.00205
40.3202,0,1,23.60,-38.062,-1.082,-2.669,0.00063,0.00079,0.00079,0.623,-0.190,-5.200,-76.746,-0.196,-0.137,77.492,0.998955,0.005355,-0.001904,-0.045356,0.783982,-0.620780,-0.000598,-0.001994,0.944973,-0.326181,-0.001326,-0.025096,0.00180,0.00128,0.00168,-0.00055,0.00029,-0.00009
40.9114,0,1,591.19,-38.063,-1.080,-2.669,-0.00098,0.00024,-0.00108,0.611,-0.189,-5.195,-76.737,-0.196,-0.140,77.471,0.998958,0.005255,-0.001892,-0.045306,0.784031,-0.620718,-0.000582,-0.002022,0.944970,-0.326190,-0.001311,-0.025084,-0.00166,-0.00033,-0.00181,-0.00030,0.00082,-0.00036
40.9261,0,1,14.76,-38.065,-1.080,-2.661,-0.00084,0.00078,0.00064,0.613,-0.192,-5.183,-76.744,-0.197,-0.136,77.479,0.998962,0.005271,-0.001913,-0.045205,0.783992,-0.620768,-0.000611,-0.002001,0.944964,-0.326213,-0.001338,-0.025019,-0.00033,0.00127,0.00004,-0.00135,0.00029,0.00124
41.2419,0,1,315.76,-38.069,-1.078,-2.663,0.00010,0.00184,0.00024,0.611,-0.188,-5.183,-76.749,-0.197,-0.140,77.481,0.998962,0.005253,-0.001880,-0.045201,0.783969,-0.620796,-0.000589,-0.002028,0.944955,-0.326238,-0.001309,-0.025032,0.00100,0.00312,0.00084,-0.00080,0.00055,-0.00036
41.2500,0,1,8.14,-38.068,-1.076,-2.663,0.00036,0.00103,0.00024,0.612,-0.186,-5.182,-76.748,-0.197,-0.141,77.482,0.998962,0.005260,-0.001866,-0.045199,0.783970,-0.620795,-0.000584,-0.002030,0.944957,-0.326234,-0.001298,-0.025031,0.00046,0.00152,0.00030,0.00026,0.00055,0.00018
41.5398,0,1,289.74,-38.071,-1.080,-2.661,0.00104,0.00037,-0.00150,0.608,-0.192,-5.179,-76.751,-0.199,-0.140,77.480,0.998964,0.005224,-0.001913,-0.045173,0.783958,-0.620810,-0.000608,-0.002036,0.944948,-0.326260,-0.001336,-0.025021,0.00154,0.00019,-0.00050,0.00054,0.00056,-0.00249
41.5497,0,1,9.90,-38.070,-1.082,-2.660,0.00023,-0.00043,-0.00003,0.611,-0.195,-5.179,-76.751,-0.200,-0.139,77.482,0.998964,0.005246,-0.001938,-0.045170,0.783959,-0.620809,-0.000617,-0.002031,0.944952,-0.326250,-0.001354,-0.025017,0.00046,0.00019,0.00003,0.00000,-0.00104,-0.00008
41.7349,0,1,185.19,-38.071,-1.083,-2.658,0.00064,-0.00043,0.00037,0.608,-0.195,-5.177,-76.749,-0.201,-0.137,77.478,0.998964,0.005219,-0.001940,-0.045155,0.783964,-0.620802,-0.000638,-0.002026,0.944949,-0.326258,-0.001366,-0.025006,0.00020,-0.00008,0.00109,0.00107,-0.00077,-0.00035
41.7525,0,1,17.63,-38.071,-1.084,-2.656,-0.00070,-0.00083,-0.00110,0.610,-0.194,-5.170,-76.752,-0.206,-0.138,77.482,0.998967,0.005241,-0.001935,-0.045093,0.783950,-0.620821,-0.000663,-0.002063,0.944949,-0.326259,-0.001377,-0.024993,-0.00060,-0.00116,-0.00026,-0.00079,-0.00051,-0.00194
41.8503,0,1,97.80,-38.070,-1.083,-2.654,-0.00016,-0.00016,-0.00043,0.609,-0.193,-5.166,-76.750,-0.208,-0.136,77.479,0.998969,0.005236,-0.001920,-0.045056,0.783963,-0.620803,-0.000686,-0.002056,0.944953,-0.326250,-0.001381,-0.024969,0.00127,0.00151,-0.00080,-0.00160,-0.00184,-0.00007
41.8672,0,1,16.94,-38.069,-1.083,-2.653,0.00010,-0.00043,0.00037,0.611,-0.192,-5.165,-76.750,-0.208,-0.136,77.481,0.998969,0.005255,-0.001913,-0.045048,0.783963,-0.620803,-0.000686,-0.002056,0.944956,-0.326241,-0.001378,-0.024965,0.00180,0.00098,0.00080,-0.00160,-0.00184,-0.00007
42.4472,0,1,579.99,-38.069,-1.077,-2.654,0.00103,0.00036,0.00023,0.609,-0.185,-5.162,-76.747,-0.207,-0.138,77.476,0.998970,0.005233,-0.001849,-0.045027,0.783976,-0.620787,-0.000665,-0.002063,0.944956,-0.326242,-0.001332,-0.024957,0.00100,0.00122,0.00133,0.00107,-0.00051,-0.00087
43.0734,0,1,626.12,-38.066,-1.081,-2.649,-0.00004,-0.00123,0.00036,0.612,-0.186,-5.161,-76.745,-0.209,-0.129,77.477,0.998971,0.005265,-0.001863,-0.045010,0.783991,-0.620769,-0.000731,-0.002012,0.944966,-0.326215,-0.001375,-0.024922,-0.00062,-0.00038,0.00052,0.00054,-0.00209,0.00021
43.0799,0,1,6.50,-38.069,-1.087,-2.644,0.00036,-0.00202,0.00023,0.606,-0.200,-5.157,-76.745,-0.209,-0.129,77.470,0.998972,0.005205,-0.001984,-0.044979,0.783991,-0.620769,-0.000731,-0.002012,0.944956,-0.326244,-0.001439,-0.024905,0.00017,-0.00196,0.00025,0.00054,-0.00209,0.00021
43.3847,0,1,304.81,-38.068,-1.085,-2.644,0.00142,0.00011,0.00063,0.603,-0.202,-5.154,-76.740,-0.206,-0.133,77.463,0.998974,0.005178,-0.002001,-0.044949,0.784015,-0.620738,-0.000689,-0.002028,0.944959,-0.326238,-0.001426,-0.024898,0.00204,0.00098,0.00024,0.00079,-0.00076,0.00101
43.3985,0,1,13.85,-38.068,-1.085,-2.644,0.00142,0.00011,0.00063,0.603,-0.202,-5.154,-76.740,-0.206,-0.133,77.463,0.998974,0.005178,-0.002001,-0.044949,0.784015,-0.620738,-0.000689,-0.002028,0.944959,-0.326238,-0.001426,-0.024898,0.00204,0.00098,0.00024,0.00079,-0.00076,0.00101
43.4434,0,1,44.90,-38.069,-1.081,-2.644,-0.00032,0.00010,0.00075,0.604,-0.197,-5.152,-76.741,-0.203,-0.133,77.465,0.998975,0.005189,-0.001951,-0.044934,0.784008,-0.620747,-0.000672,-0.002012,0.944959,-0.326238,-0.001390,-0.024881,-0.00090,0.00043,0.00024,0.00026,-0.00023,0.00127
43.5025,0,1,59.04,-38.067,-1.081,-2.644,-0.00019,0.00024,-0.00098,0.607,-0.195,-5.152,-76.742,-0.205,-0.131,77.469,0.998974,0.005216,-0.001939,-0.044938,0.784003,-0.620753,-0.000690,-0.002008,0.944962,-0.326229,-0.001394,-0.024881,0.00016,0.00150,-0.00083,-0.00054,-0.00102,-0.00113
43.5780,0,1,75.57,-38.067,-1.082,-2.641,0.00075,-0.00069,0.00102,0.607,-0.198,-5.150,-76.741,-0.204,-0.131,77.468,0.998975,0.005213,-0.001961,-0.044918,0.784009,-0.620746,-0.000686,-0.001998,0.944964,-0.326226,-0.001403,-0.024865,-0.00064,-0.00090,0.00077,0.00213,-0.00049,0.00127
43.5991,0,1,21.08,-38.068,-1.081,-2.643,-0.00125,0.00010,-0.00018,0.608,-0.197,-5.151,-76.744,-0.204,-0.132,77.471,0.998975,0.005220,-0.001952,-0.044924,0.783994,-0.620765,-0.000677,-0.002005,0.944961,-0.326234,-0.001393,-0.024872,-0.00117,-0.00171,-0.00083,-0.00134,0.00191,0.00047
43.6980,0,1,98.86,-38.067,-1.082,-2.644,0.00115,0.00037,-0.00057,0.611,-0.195,-5.154,-76.744,-0.207,-0.131,77.474,0.998974,0.005246,-0.001943,-0.044949,0.783993,-0.620766,-0.000705,-0.002015,0.944964,-0.326223,-0.001403,-0.024891,0.00229,0.00150,0.00024,-0.00000,-0.00075,-0.00139
43.7049,0,1,6.97,-38.067,-1.082,-2.645,-0.00019,0.00050,-0.00017,0.610,-0.195,-5.155,-76.744,-0.205,-0.132,77.474,0.998973,0.005244,-0.001941,-0.044960,0.783992,-0.620767,-0.000692,-0.002014,0.944964,-0.326224,-0.001396,-0.024896,-0.00038,0.00016,-0.00109,-0.00000,0.00085,0.00074
44.2916,0,1,586.63,-38.071,-1.078,-2.645,0.00049,-0.00017,-0.00017,0.608,-0.188,-5.154,-76.751,-0.204,-0.131,77.479,0.998974,0.005223,-0.001878,-0.044955,0.783957,-0.620812,-0.000686,-0.002002,0.944951,-0.326261,-0.001359,-0.024887,0.00149,0.00095,0.00024,-0.00052,-0.00129,-0.00059
44.3160,0,1,24.44,-38.073,-1.080,-2.650,-0.00045,-0.00084,0.00117,0.606,-0.187,-5.158,-76.752,-0.209,-0.134,77.479,0.998972,0.005213,-0.001864,-0.044990,0.783949,-0.620821,-0.000709,-0.002048,0.944946,-0.326272,-0.001364,-0.024930,0.00015,-0.00173,0.00186,-0.00105,0.00004,0.00049
44.6224,0,1,306.35,-38.070,-1.074,-2.655,0.00075,0.00128,-0.00016,0.607,-0.184,-5.159,-76.747,-0.203,-0.144,77.474,0.998972,0.005219,-0.001846,-0.044999,0.783977,-0.620786,-0.000608,-0.002089,0.944954,-0.326247,-0.001301,-0.024956,0.00015,0.00120,-0.00135,0.00135,0.00135,0.00102
44.6269,0,1,4.59,-38.069,-1.075,-2.656,0.00128,0.00021,-0.00029,0.608,-0.185,-5.161,-76.747,-0.203,-0.144,77.475,0.998971,0.005227,-0.001853,-0.045015,0.783977,-0.620786,-0.000608,-0.002089,0.944955,-0.326244,-0.001304,-0.024965,0.00121,-0.00094,-0.00161,0.00135,0.00135,0.00102
44.9199,0,1,293.00,-38.073,-1.076,-2.657,-0.00072,-0.00007,0.00011,0.602,-0.182,-5.160,-76.748,-0.209,-0.145,77.470,0.998972,0.005176,-0.001825,-0.045003,0.783972,-0.620792,-0.000646,-0.002123,0.944945,-0.326271,-0.001310,-0.024976,-0.00092,-0.00122,-0.00028,-0.00052,0.00109,0.00050
44.9324,0,1,12.48,-38.071,-1.076,-2.657,0.00048,-0.00087,-0.00069,0.602,-0.182,-5.160,-76.745,-0.210,-0.144,77.467,0.998972,0.005176,-0.001825,-0.045003,0.783986,-0.620775,-0.000655,-0.002127,0.944949,-0.326261,-0.001314,-0.024978,-0.00092,-0.00122,-0.00028,0.00188,-0.00051,-0.00110
45.2350,0,1,302.61,-38.071,-1.074,-2.655,0.00061,-0.00007,0.00025,0.602,-0.175,-5.163,-76.744,-0.208,-0.136,77.467,0.998971,0.005179,-0.001764,-0.045032,0.783992,-0.620767,-0.000686,-0.002059,0.944951,-0.326255,-0.001299,-0.024958,-0.00066,-0.00044,-0.00000,0.00188,0.00031,0.00050
45.2388,0,1,3.77,-38.071,-1.074,-2.655,0.00034,0.00033,0.00065,0.602,-0.175,-5.162,-76.744,-0.208,-0.136,77.467,0.998971,0.005176,-0.001763,-0.045024,0.783992,-0.620767,-0.000686,-0.002059,0.944951,-0.326257,-0.001298,-0.024954,-0.00119,0.00036,0.00080,0.00188,0.00031,0.00050
45.2895,0,1,50.64,-38.072,-1.070,-2.658,0.00074,0.00139,-0.00109,0.599,-0.172,-5.162,-76.744,-0.207,-0.142,77.464,0.998971,0.005157,-0.001739,-0.045019,0.783995,-0.620763,-0.000648,-0.002090,0.944949,-0.326263,-0.001265,-0.024967,0.00041,0.00088,-0.00081,0.00108,0.00190,-0.00137
45.5333,0,1,243.84,-38.075,-1.063,-2.652,-0.00179,0.00058,0.00183,0.592,-0.173,-5.157,-76.743,-0.193,-0.140,77.455,0.998973,0.005091,-0.001738,-0.044980,0.784002,-0.620755,-0.000562,-0.002001,0.944941,-0.326289,-0.001219,-0.024899,-0.00118,0.00087,0.00159,-0.00239,0.00029,0.00207
45.6213,0,1,88.01,-38.073,-1.066,-2.652,0.00034,0.00005,-0.00097,0.595,-0.177,-5.158,-76.742,-0.194,-0.140,77.458,0.998973,0.005121,-0.001776,-0.044989,0.784007,-0.620749,-0.000568,-0.002005,0.944947,-0.326271,-0.001242,-0.024906,0.00014,0.00034,-0.00135,0.00054,-0.00024,-0.00060
45.6317,0,1,10.43,-38.072,-1.065,-2.650,0.00021,0.00111,0.00049,0.599,-0.175,-5.156,-76.744,-0.193,-0.138,77.464,0.998973,0.005151,-0.001761,-0.044973,0.783993,-0.620766,-0.000579,-0.001989,0.944949,-0.326268,-0.001240,-0.024889,0.00093,0.00193,0.00052,-0.00052,0.00030,0.00047
45.7363,0,1,104.58,-38.072,-1.067,-2.647,0.00034,-0.00062,-0.00125,0.599,-0.180,-5.152,-76.745,-0.195,-0.136,77.465,0.998975,0.005155,-0.001802,-0.044935,0.783990,-0.620770,-0.000595,-0.001990,0.944949,-0.326268,-0.001270,-0.024869,-0.00041,-0.00100,-0.00163,0.00108,-0.00023,-0.00086
45.7470,0,1,10.67,-38.073,-1.068,-2.646,-0.00046,-0.00128,-0.00071,0.599,-0.180,-5.152,-76.746,-0.195,-0.135,77.466,0.998975,0.005155,-0.001802,-0.044935,0.783985,-0.620776,-0.000607,-0.001979,0.944948,-0.326272,-0.001277,-0.024864,-0.00041,-0.00100,-0.00163,-0.00052,-0.00157,0.00020
45.8460,0,1,99.03,-38.075,-1.068,-2.649,-0.00032,0.00124,-0.00084,0.596,-0.178,-5.152,-76.747,-0.199,-0.139,77.464,0.998975,0.005129,-0.001789,-0.044932,0.783978,-0.620785,-0.000609,-0.002029,0.944941,-0.326289,-0.001271,-0.024889,-0.00040,0.00166,-0.00136,-0.00025,0.00083,-0.00032
46.1343,0,1,288.33,-38.075,-1.068,-2.649,-0.00045,0.00058,-0.00004,0.596,-0.178,-5.151,-76.747,-0.199,-0.139,77.463,0.998975,0.005123,-0.001789,-0.044930,0.783978,-0.620785,-0.000609,-0.002029,0.944940,-0.326292,-0.001271,-0.024887,-0.00066,0.00032,0.00024,-0.00025,0.00083,-0.00032
46.1493,0,1,14.98,-38.076,-1.071,-2.648,-0.00018,0.00071,-0.00071,0.596,-0.186,-5.155,-76.748,-0.195,-0.138,77.465,0.998974,0.005125,-0.001856,-0.044958,0.783972,-0.620793,-0.000588,-0.002001,0.944939,-0.326296,-0.001296,-0.024887,-0.00038,0.00059,-0.00056,0.00003,0.00083,-0.00087
46.4547,0,1,305.39,-38.070,-1.077,-2.649,-0.00004,0.00031,-0.00004,0.609,-0.196,-5.159,-76.749,-0.195,-0.139,77.478,0.998971,0.005233,-0.001950,-0.044999,0.783968,-0.620798,-0.000580,-0.002002,0.944955,-0.326248,-0.001341,-0.024911,0.00068,0.00006,0.00052,-0.00077,0.00056,-0.00060
46.4651,0,1,10.36,-38.071,-1.076,-2.649,-0.00098,0.00031,0.00009,0.608,-0.196,-5.159,-76.750,-0.195,-0.139,77.478,0.998972,0.005224,-0.001949,-0.044994,0.783964,-0.620803,-0.000578,-0.002009,0.944952,-0.326256,-0.001340,-0.024911,-0.00119,0.00006,0.00052,-0.00076,0.00056,-0.00034
46.7614,0,1,296.37,-38.071,-1.076,-2.646,-0.00031,0.00031,-0.00005,0.604,-0.202,-5.158,-76.746,-0.189,-0.139,77.470,0.998972,0.005186,-0.001994,-0.044986,0.783985,-0.620776,-0.000541,-0.001971,0.944952,-0.326257,-0.001344,-0.024887,0.00068,0.00006,-0.00001,-0.00130,0.00056,-0.00008
46.7718,0,1,10.35,-38.071,-1.076,-2.646,-0.00031,0.00031,-0.00005,0.604,-0.202,-5.158,-76.746,-0.189,-0.139,77.470,0.998972,0.005186,-0.001994,-0.044986,0.783985,-0.620776,-0.000541,-0.001971,0.944952,-0.326257,-0.001344,-0.024887,0.00068,0.00006,-0.00001,-0.00130,0.00056,-0.00008
47.0718,0,1,300.03,-38.077,-1.085,-2.649,-0.00150,0.00045,-0.00070,0.599,-0.209,-5.161,-76.753,-0.198,-0.141,77.471,0.998971,0.005142,-0.002058,-0.045011,0.783947,-0.620824,-0.000593,-0.002038,0.944934,-0.326307,-0.001405,-0.024936,-0.00171,0.00088,0.00026,-0.00129,0.00002,-0.00167
47.0823,0,1,10.49,-38.075,-1.085,-2.651,0.00063,0.00098,-0.00163,0.600,-0.208,-5.163,-76.751,-0.200,-0.143,77.470,0.998970,0.005150,-0.002049,-0.045027,0.783958,-0.620810,-0.000594,-0.002060,0.944938,-0.326295,-0.001401,-0.024956,-0.00038,0.00061,-0.00161,0.00165,0.00136,-0.00166
47.3763,0,1,293.94,-38.069,-1.084,-2.651,-0.00004,0.00097,-0.00043,0.609,-0.204,-5.161,-76.747,-0.204,-0.142,77.476,0.998971,0.005232,-0.002017,-0.045010,0.783977,-0.620786,-0.000623,-0.002074,0.944956,-0.326241,-0.001399,-0.024954,0.00042,0.00166,0.00079,-0.00049,0.00029,-0.00166
47.3871,0,1,10.79,-38.068,-1.084,-2.652,0.00076,0.00137,0.00064,0.609,-0.204,-5.161,-76.745,-0.202,-0.143,77.474,0.998971,0.005232,-0.002017,-0.045010,0.783986,-0.620775,-0.000611,-0.002075,0.944958,-0.326234,-0.001392,-0.024955,0.00042,0.00166,0.00079,0.00111,0.00109,0.00048
47.5769,0,1,189.83,-38.066,-1.085,-2.652,-0.00098,0.00110,0.00010,0.615,-0.206,-5.161,-76.747,-0.202,-0.144,77.481,0.998970,0.005280,-0.002038,-0.045016,0.783976,-0.620787,-0.000600,-0.002080,0.944963,-0.326220,-0.001398,-0.024961,0.00013,0.00085,0.00026,-0.00209,0.00135,-0.00006
47.5834,0,1,6.51,-38.064,-1.085,-2.652,0.00102,0.00030,0.00010,0.618,-0.207,-5.161,-76.746,-0.202,-0.145,77.484,0.998970,0.005310,-0.002050,-0.045014,0.783980,-0.620782,-0.000595,-0.002082,0.944969,-0.326202,-0.001402,-0.024961,0.00146,0.00005,-0.00001,0.00058,0.00055,0.00021
